review,label
回复爱本身很美好。但当爱一旦成为恨，爱就成了劫难。所以永远不要有恨，只要爱，我们就会活得快乐。回复爱本身就是劫，你我都在劫难逃。我是如此爱你，爱到想把我一生的好运气全都给你；我是多么恨你，恨到在心里咒你一生不得安宁。爱我就大声说出来吧恨我就一辈子把我藏在心里总是漫无目的的走走停停却始终走不出你的世界想用美好的一切换走你的伤心其实我也许是你转身就忘的路人说是不在乎你只是嘴在逞强不愿意感情就像是一场劫难难道你就心忍看着我在感情的劫难中死亡？,伤心
回复要專心為干活....你還要组团去旅游为毛？我们组团去旅游吧~青島也有。烟花三月下武大——在中国，除了武大，还有哪里可以看樱花？,期待
同龄的同学朋友大都沉醉于轰轰烈烈的事业，且又都是学的工科，真正有工夫写博的少之又少，很多连QQ还无暇了解呢。我则不然，有这个闲情逸致，也有时间和功夫，在这个小天地里很开心，可以随时随地对年轻的朋友们说出自己想说的一切！一声亲切的“叔叔好”，让我感觉自己反而年轻了许多,开心
哇哈哈。这小两口子,激动
不要诱惑我。。我奥特曼。。森么都不知道好吧，当我面前摆着的是这块巨大的馅儿饼时，我所谓的立场，它存活的时间只有可怜的三秒钟而已。也许根本没有三秒。因为我一边在群里可怜兮兮地说去不了，一边已经非常手贱地在查机票了。。。然后很哀怨地质问为什么机票不干脆贵死，好让我死心呢？OMG，谁来救我。我需要药。。,困惑
"给自己和家人更好的生活太对了，我是赞成不平则鸣的，但是整天什么都不做，光顾着鸣了，其实是一种怯懦逃避的表现。如果有多的劲儿使不完，不如做点实事，努力上进，给自己和家人更好的生活，好过泛泛空谈不知道多少倍?0一代闲聊,最紧要的,不是以一个异见分子的姿态现身,也不是天天以高喊爱国为己任.是努力,是奋斗,是拥有一个美好生活,是拥有一种不依靠任何体制而活的能力.改变中国的,断不是暴力草根,终究是水到渠成的公民阶层.连自己的生活境遇都改变不了,你还喊什么改变这个国家呢?",赞同
boy'z啊..我的最愛~~吃的真多呀这俩孩子。。越来越像两口子了,开心
含泪转默默转不得不转非常勃起湖南公安厅悬赏10万通缉长沙国税局爆炸案嫌犯。一网友举报：我仿佛看见他了，他在菜市场卖菜、他在辛苦的做工、他在被城管追赶、他在被拆迁者殴打、他在为生计而奔波、他在立交桥下吃着没有油水的糠菜;他就在不远处那群龙的传人中间......他就在你我中间......我们都看见他了,伤心
超喜欢高峻巍这就是我们现在的英语老师！阿英阿……童心未泯omz一班老师？？？！！！太给力了！老師太強悍了不愧是阿英...:给力的阿英。一班也太开放了...分享图片怎么有种不祥的预感,激动
哈哈酶卸?,困惑
姑娘美啊~阿卷儿气势不错！~~~~（为毛很多人都以为你是姑娘OTZ……）,崇拜
无论身处神马舞台他总是最闪亮的看看咱二哥的气场，一点儿都不必专业model小,崇拜
恐怖啊..甘肅加油加油!!截至11時，甘肅舟曲泥石流現場救援的1214名消防官兵，已救出77名被困者。加油！,激动
謝謝祖兒姐姐!!就快到你的!!Happybirthdaykary!哈哈哈哈哈哈哈,感激
1做梦可以成为一项事业和产业；2还可以做梦中梦，但你只在一个梦境里是清醒的；3做梦前，对梦境要做好规划设计；4，既然是梦，最好做得宏伟一些，做鸡毛蒜皮的梦属于资源浪费；4别总在自己的梦里梦游，可以偶尔到别人的梦里旅游；5如果太累了，最好不做梦，活在梦里也很累。,好奇
佛或说圣，只是一种心性明净或觉醒的状态。每个人都有圣，每个人也都是凡。能全然的彻悟之人，世间必是少数，在历史上也屈指可数。或说，学佛学圣，只是对心性完美状态的一种追求。学佛就是做最完美的人。或说最优秀的自己，这个优秀也主要指内在的功夫。或烦恼的解脱程度。这与贫富贵贱也没太多关系。,思考
人民是用来买单了，没办法的事。【谈坛】中国发改委宏观经济学会秘书长王建13日接受媒体采访时指出，中国须忍受更高的物价上涨率。现在加息，不仅难以控制通胀，还会对经济增长产生负面影响。中国社科院近日建议，政府对价格控制的目标不宜定得太低，可考虑上调至4%左右。,不满
跪求跪求。。跪求出翻唱专辑~！！跪求出翻唱专辑……………我们很少提要求的对吧（对）。你就满足我们吧。翻唱啊翻唱啊跪求粤语专辑！！！！！！！！！！！！！！1啊啊啊啊啊粤语啊啊啊。。跪求周笔畅出纯R&B专辑！跪求周笔畅出翻唱专辑！跪求周笔畅出合唱专辑！,期待
排！我家QQ就是一真相帝！说出了无数人的心声！QQ大概就是说劳尔是曾经很牛，但是08年的时候他不如我选的23个人牛，所以就得拜拜，就像他现在得跟RM拜拜一样。他还说两个人绝无私人矛盾。我表示，没私人矛盾你还这么怨毒……,激动
yo~yo~那是当然的!今晚的晚餐，撑死了。妞，等你过来，我们带你去吃！！！,期待
【轻功】评书和武侠小说中对轻功的描述，读来朗朗上口。［高来高去，陆地飞腾；走高楼，越大厦，如履平地。正所谓：横跳江河竖跳海，万丈高楼脚下踩。］,赞扬
呵呵，PETER这首歌偶也没听过哩。。。转了！音悅台，太讚了，都是高清版本的MV摘星，沒聽過的耶！,惊讶
因围脖误事者，看来不在少数，我心里平衡些了！由于被现代王二小老沉同志带进围脖地雷阵，皇军伤亡惨重。剧本超期歌儿也不写，书不念琴不练把掌柜的抛在一边，上月收入只有三千！经检查主要是思想上爱的瑟，行动上爱偷懒。我改。。。,困惑
呃！棉花是花吗？【女人一生如花】------女人零岁是心花，待开放；女人十岁是梨花，太洁白；女人二十是桃花，真鲜艳；女人三十是玫瑰，迷死人；女人四十是牡丹，大气派；女人五十是兰花，极优雅；女人六十是茉莉，淡定清；女人七十是棉花，暖人心……,崇拜
台球状态缓慢回升中。。。,期待
轉發微博。家人们既然看到上图了，白衬衫会+？那就来张全景图吧,好奇
"湖南一幼师学校，惊爆女生強脱男生褲，轮流摸'鸡""吻""鸡""....！",生气
XOXOGossipgirl~~衣服包包美死了……我要去买衣~~,开心
爱毛姆，我一直觉得他是对女性心理描写最好的作家之一。毛姆——说他是“莎士比亚二世”有些过，但毛姆的确独树一帜。毛姆在一定程度上受自然主义影响，他的小说主要描写日常生活中无从解决而常常给人带来痛苦的生活冲突。他习惯于只限客观的描述，这得益于他曾经当过医生，养成了用冷静、客观、挑剔的临床态度审视人生的习惯。,赞同
那是产业，东莞GDP重要部分。损害东莞形象，算哪条罪呢，于法有据吗？据《南方日报》报道，“警方认为，小说损害了东莞的形象，已经达到追究刑事责任的程度。”请详细解释一下。其实应该请出来走几步了，你们抓作家依据是什么，说说吧，说不定能说服人，不说话可没法让人服气。开通警方官方微博不就是跟普通人沟通的吗？缩起头来无济于事，人在做天在看，如果真无凭无据抓人，不怕雷劈么？如果真有抓人的理由，不出来说说，岂不是太委屈了么？,不满
是都女的！现在起至9月22日12点，关注梦芭莎，并评论此微博2个以上女性粉丝（不重复），将有机会获取“梦芭莎立体扇形彩色水钻耳环”一对，幸运粉丝增至两名。别致扇形知性气质精致彩钻奢华高贵；访问链接：，9月22日13点抽奖并公布！,期待
哈哈，自爆一丑。我们家的报纸我是从来不看体育版的，也不是体育迷。但是我喜欢看世界杯的4强赛和决赛。就是看热闹、感受激情。刚才镜头一一掠过德国球员的脸，我问老公：“谁是梅西？”哇哈哈~~,好奇
一位将军一名抗战的老兵一名在监狱待了30年的囚犯一位农民跌宕起伏的一生为中国人民抗战的胜利洒下的热血付出的代价……感人至深，情不自禁！放翁之诗真实写照！“僵卧孤村不自哀，尚思为国戌轮台。夜阑卧听风吹雨，铁马冰河入梦来。”这是怎么样的一生。敬礼。看哭了，真的。纪念血战台儿庄战役70年敢死队队长仵德厚_lwj612_新浪播客,感激
回复我干了先..走一个辣妈大PK，谁是你心中的辣妈？清纯&性感。。。,好奇
回复你还有什么话说，呵呵冤枉啊,无语
祈祷有用的话，还需要军队和快男吗？转一下祈祷中国船长詹其雄和人民作家谢朝平中秋节能同亲人团圆。如果这条围脖的量能像昨天我的围脖上快乐男声那样百八十万，中国的竞争力就是世界第一了。,期待
!!!导演斯皮尔伯格，制片彼得-杰克逊，编剧埃德加-怀特(僵尸肖恩和HOTFUZZ的导演兼编剧)，演员包括007DanielCraig，活宝二人组SimonPegg和NickFrost，指环王中的Gollum，它的原著横扫全球，它叫：丁丁历险记。明年，同学们,期待
。选择国内旅游的澳人将可以享受税收补助。,期待
画得真好............,赞扬
就是觉得后面的广告有点碍眼。看哭了我。。应该给奥运退赛的那谁看看。。,不满
一定要轉啊高清：金在中主演--电影《天国的邮递员》完整版中字观看！,期待
排。。。这孩子成长了，但心底里的那份纯净，那份踏实，做任何事情的全力以赴。。。一直没有变。。。排的围脖：…其实你根本不需要在这个舞台上去挽回什么东西改变什么人的看法，对面的那几个人三年前怎样，现在也还那样而你早已不是三年前的那个你，有些事不要强加给自己，过去的事就让她云淡风轻...你已俨然王者风范，我们都欣喜的看在眼里，放轻松，你得嘅！,赞扬
回复天蝎座女人，本来就是冰火两重天~杜老师昨天是情色，今天是纯爱。。。一个月圆之夜，就这么在淅淅沥沥的秋雨中到来。关了冷气，开窗，零星的雨点溅落进来，水滴滑过胳膊，停留数秒，蒸发了。摒弃了夏日的躁动，秋，让人觉得舒服。虽然有些凉，但可以披上件格子图案的长袖衫，和爱着的男人走在雨后依然湿漉的路上。想你了，因为我身上穿的是你的格子衣裳......,赞同
最后一名~小心-。-哥第一名,困惑
好实用~就在今晚哦天气冷了围巾让你保暖又时髦哦...?5旅游卫视《美丽俏佳人》,期待
"：佛教说自杀是不好的…傍晚,和朋友晚餐,忽然.接到前任公司主編的電話,得知贾宏声跳樓自殺的噩耗...人生在世短短幾年,萬分感慨,他有勇氣.",伤心
"Fragment新iphonecase,似乎print得相当好~不过现在我只能用带有扩充电池的case....围脖实在太费电了。。。哎。。。",困惑
好吧，等到6月我再买iPad吧,期待
我狂晕，。。。这是什么效应【雷人事件】看完这几幅图保证能让你乐上一天,惊讶
老大你怎么那么凶玛莎∶不要再说我好可爱了,挑衅
栋梁，发张照片嘛！让我们无法到场的也感受一下现场的气氛啊！嘻嘻~~偷笑~平时我们坐在高处看你。现在你坐在高处看我们，是什么感觉？wakaka,好奇
南京市委宣传部叶皓部长！呵呵，牛人呀！真有不怕死的:谁让你们寻得？那个让你们寻得？答：省台，城市频道的叶部长红了寻人启事帮忙转一下,赞扬
想起我家那条养了十多年最终老去的大狗，那是爸爸最喜欢的也付诸了最多感情的一条狗内流满面。人与人，人与动物都有一份属于彼此心灵的默契和关怀。一个人让你忍不住流泪的感人故事，一个真实的故事，看到最后，心已碎。,伤心
呀达……哪天试试……哪天外卖一盘！！呵呵哇塞~~~感觉蛮划算的老~川西坝子在茶店子，我去吃过一盘，环境只巴适。味道不错。我想吃火锅~~~~太爽了看着不错，下次回来不想出门的时候试试400-666-8417。我也好想吃火锅啊！猫扑的帖子介绍：,开心
有意思转帖给好友足球史上最雷的进球庆祝动作。。。雷死我啦！！都是影帝！,激动
3月份在北京的时候，在北京地铁4号线上时，我就在第一车厢啊，看到那司机哥哥，有那么一些时间是犯困的，好可怕。后来我怂恿一旁边的小学生狂敲那个我们可以看到他的那段玻璃，把他惹怒了，同时他也清醒了。【资讯】据台湾媒体报道，4月24日，台湾一名高铁司机上班时睡着，列车在时速298公里高速下飞驰，长达13分钟“无人驾驶”。5月3日，这名险酿大祸的高铁男司机已遭解雇。【点评】科技让我们更便捷，但可能也更危险。,生气
我笑抽了我也笑抽了~~笑翻过去。。。。。开心网看到的这个，超级开心的。哈哈哈。——【开始我还以为是跳舞呢，后来才知道是打架！我被他们的步伐征服了！】,开心
RMB新品：高级炉岩碳。麻花藤的黑手终于伸向强化了，DNF最后一块纯洁的地方啊，我的+13魔音啊……看来可以卖号了,激动
我想到了那个魔鬼老师当时看到——“蔡康永说韩寒像令狐冲”——就巨喜欢这句话，因为短短十个字里居然有三个我喜欢的家伙的名字。。。田伯光每砍令狐一刀，令狐接不住招，就进山洞去求教风清扬，终于一步步练成了绝世高招。如果没有讨厌鬼像魔鬼教练一刀刀砍我们，我们可能就没有动力这麽积极的练功吧。。。{康永~给残酷社会的善意短信},好奇
::::::::今天，是他的生日。,开心
看我这么执着好歹给一张吧这么多亲来参与，真是始料未及。昨天看庚实在太累了，真心疼他，不想让他签太多（虽然我朋友给了我N张）只有两张^本打算自己留一张，给大家一张，看到这么多亲来要…我…含泪送出我自己的第二张，只要是我的粉丝，并评论本条围脖即可，活动持续到周日！我…心痛死啦！！,感激
MarcbyMarcJacobs在米兰的新店面令粉丝们大吃一惊，因为这里卖的可不只有当季最潮单品，更有Café和Bar，能够在血拼同时舒缓身心。,惊讶
!!!大家听听当事游客的诉说....,生气
幂幂搞怪....咱比比谁的鼻孔大哈哈,挑衅
哇，长见识了，这句时尚名言不错啊~~让你衣饰得体的不在于花多少钱，而在于你有没有眼光。克里斯琴?迪奥（ChristianDior）《我的风格小黑皮书》中有许多令人顿悟的时尚名言，期待大家的参与《我的风格小黑皮书》是尼娜·加西亚的著作她曾任美国elle、嘉人杂志时装总监、热播电视节目《天桥骄子》的嘉宾评委。本书被认为是迄今为止最经典的时尚圣经。该微博并写上您最喜欢的一句时尚名言或发表您的时尚感悟就有机会获得本书。我们将从评论中挑选10名最佳回复者。,期待
【NLP】有效用更重要Usefulnessismoreimportant.,思考
HOHO~~有的时候城市的清晨才算得上真的倾城~~,开心
81、牛奶2、鸡蛋3、鱼类4、贝类5、味精6、花生7、小米8、玉米9、黄花菜10、辣椒11、菠菜12、橘类13、菠萝14、胡萝卜15、油梨16、藻。据说能看出下图9张脸的，智商有180哦,好奇
好想睇HP7~~~求影友（可惜冇时间）,期待
"用中药也许有效,金银花.马齿苋煎水,马齿苋是化脓的皮肤病有效,越化脓厉害的效果越好。跪求救治！可怜的娃…可怜啊..这么小就饱受折磨.....希望有医生能帮帮他...Help！！！！",无助
哇哈哈，超有内涵。,开心
够爷们儿的男艺人才可以做这样的造型，还得养眼你想试试吗？,崇拜
小熊恰鱼，颅内积水前几天突然去世。愿你一路走好，在天堂不会有悲哀和眼泪，汉堡名册上永远都会有你的名字，怀念，珍惜。珍爱生命，珍惜眼前人。---全体汉堡翰姐天涯翰姐jf群里，曾有一个最可爱的身影，叫小熊恰鱼。他是最热心搜集团购的小熊，他是最热心贴豆瓣热帖的小熊，他是最可爱的男汉堡小熊。但是就在前几天，他年轻的生命画上了句号。他的QQ号永远定格为灰色，一个活生生的生命变成令他父母悲泣的骨灰。小熊，一路走好，我们会怀念你！---转翰姐·云子瀚,伤心
都要脱光做吗？哈哈运动减肥才更科学，夏天快来了，爱美的mm快行动起来吧。,挑衅
北京东西两城区相距真的是很远，费了自己大半天的时间。,疑问
"回复没有啦，我从来不信什么妖魔鬼怪论！就是感冒头疼，有可能是低烧，也可能是药物的作用。不用胡乱联系。。。。怎么头那么晕啊?从凌晨入睡到起床连做了好几个梦,还一环扣一环地特别紧凑",困惑
see，loveacturally校内转来的，超爱！2007年，在英国女王伊丽莎白二世与菲利普亲王(爱丁堡公爵)的钻石婚纪念日到来前，英国王室发布了一张他们的最新合影，除了岁月留下的痕迹，两人的姿态、神情与装扮居然与60年前的蜜月合影几乎毫无二致，令人不得不感慨这对王室“模范夫妻”的默契。,赞同
哈哈哈…好像小粉絲哦…><拍得不清晰但都超級開心~呵呵,开心
"9成,这是赠了多少票阿。。",感激
旅途有你，才精彩，赞同，支持艺龙网！旅途有你，才精彩Zippo黑冰链打火机，2个。参与方式：成为的粉丝，并此条信息。将从的艺龙旅行网粉丝中随机抽取2位，分别赠送Zippo黑冰链打火机一个。获奖名单于10月26日18:00公布。,赞同
我感觉这不是堵车~是车展。！颇郁闷.什么概念我踩单车算啦。知道迪拜堵车时什么样子的吗？如果你开的是一辆奇瑞QQ还是乖乖走路吧。,困惑
确实挺损的。可惜以前没试过。烟火晚会开始了，2千多万呢这就像多年前刚流行唱周华健的“九百九十九朵玫瑰”时，一同学过生日，咱们很损，大伙湊钱给她买了“九百九十九朵玫瑰”……她其实指定想要其他礼物。当她随后看见玫瑰花枯萎时，又难过又心疼……,伤心
宝贝双子太善变太自欺。,不满
哈。这个是谁P的啊？真厉害^_^恩啊，找到一胡椒亲，而且是被胡宝回复了的胡椒亲~啦啦啦，不过我觉得这图真不错呢，多妖娆啊是不？今晚睡不着了！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈。自带避雷针啊~~~很漂亮滴。,赞同
笑得那么淫荡，你发财了吗！【银行公布的硬币回收价格】朋友们，赶快翻翻你的抽屉吧！1960年1分80元；19651分350元；19661分180元；19671分350元；19691分150元；19771分320元；19881分300元；19891分150元；19901分180元；19682分300元；19702分180元；19712分300元；19722分260元。（@常识围脖）,好奇
还有害羞的劲，哈哈好可爱啊哈哈真的很像小宝宝~,害羞
百花颁奖礼。。。。真讨厌，我要听陶子的主持！！！！,不满
我想要回家吃饭！,期待
华仔，你哭啥。柏然走了。你最近的情绪很低落呀。赶紧地。湾湾走起来呀。哈哈哈。。。。登儿~~今天我们上体育课的时候跳了一个好玩的操，大家猜一猜那个操好玩的名字叫什么？哈哈，就是“一休哥”。一开始我们听着一休哥这个名字都懵了，怎么会有动画片里的东西让我们上操呢？后来我才知道，这些操是儿童操，啊！我爱儿童操！,伤心
哇~~是小丑1.最愤青：第一拨小姐的女儿都来接班了，才查，早干嘛去了？2.最欣慰：请通知各大专院校，女生可以复课了。3.最权威：看来今年GDP保八有难度了！4.最莫名其妙：就算是精简机构，也不能把这样一个利润高的精简了。(via@陈晓卿),好奇
"为毛都挤在我考试期间！40。《今日早報》、,都市快報》娱乐记者采访是17:40-17:50。时间安排实在是紧凑。看来艺人的时间是寸金啊，到时候我拍相片",困惑
Chanel2011春夏(非常可愛的傘啊),好奇
在看台下有那个可口的可以让他啃。。。当哥你这舌头伸嘎长是想干啥?不要忽略这张啊！!#AdamLambert#,挑衅
小张继续加油~张靓颖加盟环球唱片的首张大碟《我相信》发行四个月以来取得不错的销量成绩。昨天下午，张靓颖就带着自己的这张全新专辑在北京举行了新专辑的庆功签售会，张靓颖就以一首新专辑的快歌将现场气氛点燃。,赞同
KC??誰的背影這麼帥？,崇拜
薇薇，你去哪里啊？带我一起吧！在路上,期待
回复那样大姐啊！对哦，最近好像不怎么看她出来了。突然觉得这张照片有点像周群哎~~~没问题啊，你请客，你买单，我奉陪！哪天要是去合肥，找你去K歌吧不觉得很像《东成西就》梁朝伟的“香肠嘴”吗？“如今此刻的我，的确是有一点疲倦。。。”,好奇
真系超爆咯~~~,激动
哇davi你在幹嘛？玩花式？！,挑衅
我喜欢介。。。CoconChair：在寒冷的冬天，温暖的被窝总是特别有吸引力。一位法国设计师突发奇想，给椅子披上了一层棉被:这款带有拉链的棉质桌椅套，能方便地套在椅子上，让椅子立刻变成一个理想的御寒小窝。可以把自己裹成蚕宝宝。,好奇
我没有纤纤玉手,困惑
狗日滴韩国棒子太威武鸟。。。。。。当我们谈论国奥时我们在谈论什么】1.黄健翔老湿说，国奥要是能胜韩国，能抵50枚金牌。他太含蓄了，要我说，可抵中国代表团所有金牌。2.国奥0-3韩国队门将技术统计，估计“走动”小于100米。广州要降温了，希望金成奎不要冻感冒。（南都全媒体记者徐显强黄治军）,骄傲
没有刷新提醒这件事令我很烦躁很烦躁，,不满
喝茶比喝咖灰好我把它给办了处女用啦！太阳真暖和,疑问
机器猫、IQ博士、圣斗士星矢、BONBON弹珠人、超人迪加、咕噜咕噜魔法阵、外星蒙查查、BB保你大、长腿叔叔、樱桃小丸子、飛天少女猪事丁、足球小將……,中性
这个问题我也想过。。。我们永远无法证明我们是不是在别人创造的虚拟现实中，无法证明我们是不是NPC，无法证明我们是不是别人的艺术作品中的人物，无法证明我们是不是别人梦中的风景。,困惑
还喜欢他那首《未来的未来》牛啊，怀旧挺李寿全版本李寿全《张三的歌》，1986年作品。,赞同
好茶是喝出来、品出来的，不入虎穴焉得虎子？茶叶的选购不是易事，要想得到好茶叶，需要掌握大量的知识，如各类茶叶的等级标准，价格与行情，以及茶叶的审评、检验方法等。茶叶的好坏，主要从色、香、味、形四个方面鉴别，但是对于普通饮茶之人，购买茶叶时，一般只能观看干茶的外形和色泽，闻干香，使得判断茶叶的品质更加不易。,好奇
我回来了~哈哈,开心
可怜的小宝part1,伤心
无比忧伤。。。。。。,伤心
一路走好其实我地睇过距好多戏.虽然距都糸D配角.又整日演奸角.但系距好敬业.一路走好.抗病10年、去年截肢，除朋友外便孑然一身的生命斗士“斌仔”，由突然病发至离世只有两天。斌仔没有留下遗言，昨日在广华医院与世长辞，终年51岁,伤心
郑秀文的那个好看哎呀，好美啊，我又自夸了，但是真的是情不自禁哦，你们觉得呢？（造型：岳岳东田造型，摄影：来张邪恶的小眼神。。说实话我还是觉得那个帽子像空姐@尤奕,崇拜
自我庆祝一下，粉丝超过200，,骄傲
我是新浪微博时间。nnd，俺这南非世界杯时差恐怕是倒不回来了。,不满
我支持你，不用理猪头。随便你怎么说！我有没有脑子，我自己知道我发现你就一个脑子不怎么好使的小丫头片子！整天吃饱了要人权，真给你人权了，又怎么样？你就生活幸福了？这个国家和民族曾经对自己的知识分子做过了什么。当我们为自己的处境抱怨，从而把怨气发在知识分子身上，当批评知识分子成为政治正确成为一种时髦，当知识被践踏知识分子长期遭受统治者与愚民折辱的时候我们的“处境”难道不是自作自受,生气
"以前小时候节日家里经常吃，好怀念。分享图片天太冷我要吃点零食啦今天看到有这杭州人俗称爬老菱的菱角哦,看是不是在爬呀才2元5一斤是熟的连忙买了来,现在自己先要开吃啦,咬一口壳有点硬,但是那菱肉白粉粉糯哦,吃一只...再咬一只...",开心
哇哇～～～我也要去~~~广州人们！下次我去你地识做啦~推荐广州的姐妹去试试！美利权冰室：位于北京路太平馆附近，广州老字号的传统冰室，装修有点西餐厅的风格，出品的雪糕还保持着传统的手工做法，便宜又好吃;而特色的硬雪糕，在广州更几乎是独此一家！心水推荐：棉花雪糕，炸雪糕，椰子雪糕，焗雪山！,开心
伟大永远都是人民的伟大仅仅是人民的！人性在这一刻绽放出无比的光辉！看得眼泪真的出来了泪。⒆樱够钭牛?,骄傲
。賬上帝是公平的，别人可以承受的你就可以···,赞同
“帕丁顿车站”？呵呵，好熟悉的名字啊。在我印象里，从这个车站来的人，接下来都会发生什么事情的……咳咳……贾景晖没问题！,期待
女人靓到爆張柏芝亮相首屆紐約中國電影節開幕式,崇拜
噃煲.''原來是美男啊''..太悶了.!!,开心
赞走过路过不要错过这张近点。这得去捧场老师的大片展，值得关注。即日起鱼眼儿咖啡推出著名时尚摄影师「许闯」的个人摄影展。许闯以其简约而虚幻的风格获得了越来越多的关注。通常他擅长以捕捉人物的神态和情绪来表达真实的情感，并以不同寻常的平面效果让人产生别样的共鸣。,赞同
罗祥看了之后会不会20100529小巨蛋愛而為一Selina&阿中【歌迷录制完整版】,期待
晕了又一毅力帝横空出世，真被他的毅力折服了。。。(via@AChe1),崇拜
切，你腹诽我，我都能看出来！！乱讲，是看笑话好玩，呵呵，呵呵呵范修文，老雾这是针对我发的，因为我拖了他很多事情。其实我一开始是来捕蝴蝶的，可是我的近视眼镜丢了……很多人就是这样，他们一开始并没有想到什么辉煌的人生，只是因应兴趣，爱好，甚至是为了吃口饭吃。但人生只要有开始，慢慢就会有成就，怕就怕坐等拖靠，最终一事无成。,好奇
各位，今天我要提早休息了，晚安！,期待
美女加油！又是一届房交会，作为房产行业的我们又要迎来一场小小的“战役了”。2010.10.22，让人期待——同时呢恭喜兰蓝进入微笑天使20强，希望各位博友们继续支持兰蓝哦，大家帮忙给我多多评论，多多转帖。。,期待
睇埋诡异档案先训会唔会太那个。。。,困惑
明天又要出去玩啦哈哈就是有点小担心月考,不安
扁桃体发炎~~现在已经好啦00好吧我也刚知道保重身体~~你狠的！！你真牛！！感冒还发烧！！还装的什么事没有，你以为你铁打的身体啊~~天天这么折腾，你以为你是金刚不坏之身啊！！赶紧好好吃药看病，好好休息！！还大家一个健健康康的乔任梁！！到时不管你想怎样，大家都配合你到底！！,无语
每次看到这种画面就想【衔包送行】送君千里终须一别！[转],惊讶
回复两米零四比较标准呃。。。。你还要长啊？这么高还嫌不够做父母需要能力，以为是父母就拥有了天然的教育资格和教育能力并且终生拥有，是一个大大的误解。所谓青春期叛逆，我认为惟一的原因在于，家长没有能力跟上孩子的成长。没有能力的家长不如干脆放弃自以为是的教育资格，朴朴素素做单纯的衣食父母，那样至少，可使孩子免受干扰或者误导。,疑问
要不要交钱的？不用交钱我去裸考行不行的这是神马！？:今年也太早了吧！今天开始要高速高效复习!!gogogo!!!:咦，怎么都说很快啊，加油吧，看来有得忙罗:天啊，这么快的~~00；笔试时间：2010年11月20日（星期六）,好奇
回复还有啥八卦？我最近真闲八卦的不亦乐乎搞大类。。要不要买咖啡机捏,好奇
",围观，必要时帮你叫警察。微博出人命啦。。。有人谋杀",激动
你看，这让人家大师以后怎么混啊！把人当机器使唤的产业快走到尽头了。富士康的确需要好好整改了，再坚持所谓的“准军事化管理”，还不知道要跳多少！这次，估计被比亚迪笑话死了！刚得知现场记者证实，富士康十连跳了，又一位80后，又是一条年轻的生命,不满
外企招工面试进行中。。。其实他们是在参观世博会这么有素质的咪酱们谁训练出来的排队上廁所什么滴最討厌了。。。,不满
坐703从中山公园回来，站了差不多1个小时的车程，站到我腿都软了。,不满
"这也行啊…好可爱!!!!!!!!流氓兔！流氓兔！流氓兔！！！杯具呀~~兔子急了~~笑死了XD慘!慘!慘!可愛小黑猫,流氓兔就地正法了......",激动
回复多谢!也祝你天天开心!辛苦。。。祝顺利明天开始又要连续出差两周!,感激
被抓回去暴打处女座【被拐卖了还能逃回来的星座排名前三名】第一名:天蝎座；第二名:白羊座；第三名:天秤座【逃回来的路上被抓回去暴打的星座排名】第一名:双鱼座；第二名:巨蟹座；第三名:水瓶座。,生气
可耻又危险的国家，以后想靠旅游业发中国人的财，还是吃屎去吧。我能骂脏话骂==好傻嗨艹！菲律宾你们他妈等着被海啸淹死吧！MLGB,生气
"死扑街!好残忍啊!!点解D人可以咁残忍噶?!........................哎，天气开始冻，就会有越多狗仔俾人食。哎，中国人吖系米甘贱啊？？？都抵叼！哇..叼..想问下你除左影相之外,仲有无做过帮助呢只狗噶任何行为啊??今日放学系230总站见到噶.有无人性噶?",不满
妻子喜欢长跑，但常有些狗向她乱叫。丈夫只好在妻子跑步时骑着自行车尾随在后，手持一根木棍，以便打狗。一天，一个司机看到这场景，看看前面跑着的妻子，又看看手持木棍在骑车的丈夫，不禁叫道：“这才是真正的虐待！”,不满
Verysweet!有90%能把婚姻坚持到底吗？有那么幸福的事吗?看到我好心酸...有这么神奇啊好文值得看完此文的情侣，90%都结婚了，90%都很幸福,惊讶
闯关，一路小跑，然后的然后就掉水里了,无语
系既～佢系一隻雞～七七和她的战利品~哈哈哈哈~改天爆你真面目~哈哈哈哈哈哈@PClady祝丹,挑衅
奶茶演唱会绸吊,期待
照片来了分享图片,期待
回复达岭欲将诗文丢，依依不舍露温柔。夜深烛短体不支，归去一步三回头。甭客气，你写的真的很好，一直佩服着呢文字不分你我，都是一个名字叫中国，哈，文字编队，谁编是谁，，哈随便拿啊，不分你我。分享图片,赞扬
實在夠卑鄙太狠孩子他妈。(投稿）,生气
"哇。发生啥树啦哎,系啊.我想死啦系系出成绩哩？哎，一早就甘多打击。我好hurt啊,谭敏敏啊啊啊啊,死啦我.加油啊大姐大",伤心
虽然我还不会哦“麻雀”虽小，国粹名头。趁着夜黑风高，偷偷地转，放炮的不要，哈哈国粹，麻将秘籍，麻友们学学吧。,好奇
支持任总刚与通电话。想起一部电影＜秋菊打官司＞，就是为了个＂说法＂,赞同
o(︶︿︶)o唉你还是说点啥吧……啧啧看图不说话……你们懂的……,无语
小黄子儿~早生贵子吧~~~等着工体上摇摇篮呐~~哈哈~-国安球迷联盟,期待
好长时间没有看到同事了，都大吃一惊，同事说我怀孕了啊，其实我知道自己肚肚上的肉肉是很多的，惨啊！最后回答的是怀孕，哈哈。,惊讶
